Clustername 1	Clustername 2	Raw distance	Squared similarity	Jaccard index	DDS index	Adjacency index	raw DDS non-anchor	raw DDS anchor	Non-anchor domains	Anchor domains	Combined group	Shared group
NC_024795.1.cluster008	NW_006256342.1.cluster007	0.890922188759	0.0118979709223	0.285714298487	0.0631860122085	0.0909090936184	0.936814010143	0.0	14	0	terpene - terpene	terpene
NW_010960187.1.cluster007	Scaffold10012.cluster005	0.677795886993	0.103815481067	0.600000023842	0.242938801646	0.40000000596	0.757061183453	0.0	6	0	terpene - terpene	terpene
AA_scaffold1017.cluster003	NC_027757.1.cluster009	0.827666342258	0.0296988934278	0.428571432829	0.0954925119877	0.300000011921	0.904507517815	0.0	18	0	terpene - terpene	terpene
Scaffold10004.cluster002	Scaffold10004.cluster009	0.444445163012	0.308641195297	1.0	0.407406449318	1.0	0.592593550682	0.0	2	0	terpene - terpene	terpene
NC_008467.2.cluster007	NC_027748.1.cluster004	0.872851133347	0.016166837886	0.285714298487	0.0800080299377	0.20000000298	0.919991970062	0.0	17	0	terpene - terpene	terpene
B1.cluster006	NC_025685.1.cluster017	0.872397601604	0.0162823759019	0.222222223878	0.103469885886	0.111111111939	0.896530091763	0.0	10	0	terpene - terpene	terpene
J01.cluster003	NC_027748.1.cluster008	0.793654084206	0.0425786375999	0.375	0.160313084722	0.222222223878	0.83968693018	0.0	9	0	terpene - terpene	terpene
J01.cluster002	NC_008467.2.cluster009	0.857371866703	0.0203427877277	0.333333343267	0.0864671543241	0.222222223878	0.913532853127	0.0	10	0	terpene - terpene	terpene
NC_025685.1.cluster007	NC_027748.1.cluster004	0.771393895149	0.052260749042	0.571428596973	0.130204960704	0.333333343267	0.869795024395	0.0	12	0	terpene - terpene	terpene
NC_025685.1.cluster012	NC_025685.1.cluster014	0.833907365799	0.0275867562741	0.333333343267	0.119234599173	0.20000000298	0.880765378475	0.0	10	0	terpene - terpene	terpene
NC_003070.9.cluster007	NC_027748.1.cluster008	0.792035222054	0.0432493463159	0.571428596973	0.106723591685	0.272727280855	0.893276393414	0.0	24	0	terpene - terpene	terpene
NC_027748.1.cluster002	NC_027757.1.cluster014	0.894441783428	0.0111425314099	0.181818187237	0.0861987918615	0.0909090936184	0.913801193237	0.0	12	0	terpene - terpene	terpene
J01.cluster014	NW_006256342.1.cluster008	0.810440123081	0.0359329506755	0.666666686535	0.0549687407911	0.300000011921	0.945031285286	0.0	27	0	terpene - terpene	terpene
NC_003070.9.cluster008	Scaffold10004.cluster002	0.849144279957	0.0227574426681	0.40000000596	0.083363160491	0.166666671634	0.916636824608	0.0	8	0	terpene - terpene	terpene
NC_027748.1.cluster004	NW_010960187.1.cluster008	0.868018627167	0.0174190793186	0.25	0.100419588387	0.133333340287	0.899580419064	0.0	17	0	terpene - terpene	terpene
NW_003301889.1.cluster003	NW_010960187.1.cluster008	0.876278877258	0.0153069235384	0.300000011921	0.0789009258151	0.0909090936184	0.921099066734	0.0	12	0	terpene - terpene	terpene
NW_006256342.1.cluster007	NW_010960187.1.cluster002	0.399568915367	0.360517472029	1.0	0.467241436243	1.0	0.532758533955	0.0	2	0	terpene - terpene	terpene
AA_scaffold1017.cluster002	NC_003070.9.cluster002	0.674912273884	0.105682037771	0.699999988079	0.231097370386	0.235294118524	0.768902599812	0.0	21	0	terpene - terpene	terpene
B1.cluster005	J01.cluster013	0.27675780654	0.523079276085	0.800000011921	0.697656273842	0.800000011921	0.302343726158	0.0	9	0	terpene - terpene	terpene
NC_024795.1.cluster008	Scaffold10004.cluster005	0.843627393246	0.0244523975998	0.375	0.103368625045	0.0769230797887	0.896631360054	0.0	15	0	terpene - terpene	terpene
AA_scaffold1017.cluster003	NC_025685.1.cluster012	0.880715608597	0.0142287649214	0.333333343267	0.0618236251175	0.125	0.938176393509	0.0	17	0	terpene - terpene	terpene
Scaffold10004.cluster002	Scaffold10004.cluster011	0.528466522694	0.222343802452	1.0	0.295377939939	1.0	0.704622030258	0.0	2	0	terpene - terpene	terpene
NC_008467.2.cluster007	NW_003301889.1.cluster009	0.90798074007	0.00846754852682	0.153846159577	0.0777451619506	0.0588235296309	0.922254860401	0.0	23	0	terpene - terpene	terpene
B1.cluster006	NC_027757.1.cluster016	0.871060669422	0.0166253484786	0.272727280855	0.0810100063682	0.272727280855	0.918990015984	0.0	13	0	terpene - terpene	terpene
J01.cluster003	NW_003301889.1.cluster003	0.809230744839	0.0363929048181	0.5	0.111501857638	0.142857149243	0.88849812746	0.0	7	0	terpene - terpene	terpene
J01.cluster002	NC_003070.9.cluster005	0.899709284306	0.0100582214072	0.181818187237	0.0796805098653	0.0833333358169	0.920319497585	0.0	15	0	terpene - terpene	terpene
NC_025685.1.cluster007	Scaffold10012.cluster005	0.775482416153	0.0504081472754	0.428571432829	0.16602344811	0.285714298487	0.833976566792	0.0	8	0	terpene - terpene	terpene
NC_025685.1.cluster012	Scaffold10004.cluster009	0.288205325603	0.506651639938	1.0	0.615726232529	1.0	0.384273767471	0.0	2	0	terpene - terpene	terpene
NC_003070.9.cluster007	NC_025685.1.cluster007	0.881343901157	0.0140792746097	0.333333343267	0.0582081601024	0.166666671634	0.941791832447	0.0	26	0	terpene - terpene	terpene
NC_027757.1.cluster014	NW_003301889.1.cluster001	0.655408084393	0.118743598461	0.600000023842	0.266122579575	0.5	0.733877420425	0.0	7	0	terpene - terpene	terpene
B1.cluster007	NW_010960187.1.cluster007	0.858259737492	0.0200903024524	0.333333343267	0.0852833166718	0.222222223878	0.914716660976	0.0	11	0	terpene - terpene	terpene
J01.cluster007	NW_006256342.1.cluster008	0.789256393909	0.0444128662348	0.714285731316	0.0667057558894	0.357142865658	0.93329423666	0.0	29	0	terpene - terpene	terpene
J01.cluster014	NC_027757.1.cluster014	0.765339434147	0.0550655908883	0.5	0.146214112639	0.5	0.853785872459	0.0	7	0	terpene - terpene	terpene
NC_003070.9.cluster008	NW_006256342.1.cluster008	0.85770457983	0.0202479902655	0.428571432829	0.0643304213881	0.166666671634	0.935669600964	0.0	28	0	terpene - terpene	terpene
NC_024795.1.cluster003	NC_025685.1.cluster004	0.782845675945	0.0471559911966	0.375	0.169539064169	0.300000011921	0.830460906029	0.0	14	0	terpene - terpene	terpene
NW_003301889.1.cluster003	NW_006238579.1.cluster001	0.608287274837	0.153438866138	0.666666686535	0.311172544956	0.5	0.688827455044	0.0	3	0	terpene - terpene	terpene
J01.cluster009	NC_003070.9.cluster010	0.7962423563	0.0415171869099	0.40000000596	0.153899118304	0.166666671634	0.846100866795	0.0	7	0	terpene - terpene	terpene
NW_006256342.1.cluster007	NW_010960187.1.cluster003	0.839367330074	0.0258028525859	0.333333343267	0.114176884294	0.166666671634	0.885823130608	0.0	7	0	terpene - terpene	terpene
AA_scaffold1017.cluster002	B1.cluster007	0.914781212807	0.00726224388927	0.230769231915	0.0387532748282	0.20000000298	0.961246728897	0.0	24	0	terpene - terpene	terpene
AA_scaffold1017.cluster003	Scaffold10004.cluster005	0.847636282444	0.0232147071511	0.428571432829	0.0740511193871	0.222222223878	0.925948858261	0.0	18	0	terpene - terpene	terpene
NC_008467.2.cluster007	NW_010960187.1.cluster009	0.811882853508	0.0353880524635	0.5	0.104156158864	0.20000000298	0.895843863487	0.0	10	0	terpene - terpene	terpene
B1.cluster006	NC_003070.9.cluster008	0.776321649551	0.0500319972634	0.555555582047	0.1398332268	0.153846159577	0.860166788101	0.0	12	0	terpene - terpene	terpene
NC_025685.1.cluster002	NC_025685.1.cluster014	0.819232165813	0.0326769985259	0.428571432829	0.110071361065	0.25	0.889928638935	0.0	15	0	terpene - terpene	terpene
NC_025685.1.cluster007	NW_010960187.1.cluster009	0.80233168602	0.0390727519989	0.333333343267	0.161335498095	0.20000000298	0.838664531708	0.0	6	0	terpene - terpene	terpene
NC_025685.1.cluster012	Scaffold10004.cluster011	0.39763340354	0.362845510244	1.0	0.469822108746	1.0	0.530177891254	0.0	2	0	terpene - terpene	terpene
NC_003070.9.cluster007	NC_008467.2.cluster005	0.835733771324	0.0269833933562	0.5	0.0754318907857	0.153846159577	0.924568116665	0.0	28	0	terpene - terpene	terpene
NC_027757.1.cluster014	NW_003301889.1.cluster002	0.831807017326	0.028288885951	0.428571432829	0.091789804399	0.272727280855	0.908210217953	0.0	23	0	terpene - terpene	terpene
NC_008467.2.cluster009	NC_025685.1.cluster009	0.842017829418	0.0249583683908	0.5	0.0624947547913	0.222222223878	0.937505245209	0.0	15	0	terpene - terpene	terpene
B1.cluster007	Scaffold10012.cluster005	0.785956680775	0.0458145402372	0.5	0.138724416494	0.20000000298	0.861275553703	0.0	10	0	terpene - terpene	terpene
J01.cluster007	Scaffold10004.cluster009	0.882106482983	0.0138988811523	0.285714298487	0.0749402716756	0.0909090936184	0.925059735775	0.0	13	0	terpene - terpene	terpene
J01.cluster014	NC_025685.1.cluster011	0.766409039497	0.0545647256076	0.666666686535	0.108676798642	0.375	0.891323208809	0.0	12	0	terpene - terpene	terpene
NC_003070.9.cluster008	NW_003301889.1.cluster001	0.757744848728	0.058687556535	0.5	0.174858704209	0.222222223878	0.825141310692	0.0	10	0	terpene - terpene	terpene
NC_027748.1.cluster004	Scaffold10004.cluster001	0.848723471165	0.0228845924139	0.333333343267	0.100691951811	0.181818187237	0.899308025837	0.0	14	0	terpene - terpene	terpene
NC_027757.1.cluster016	NW_010960187.1.cluster007	0.745171487331	0.0649375617504	0.5	0.184215769172	0.333333343267	0.815784215927	0.0	8	0	terpene - terpene	terpene
J01.cluster009	NC_025685.1.cluster002	0.788168311119	0.0448726527393	0.5	0.1357755512	0.20000000298	0.864224433899	0.0	8	0	terpene - terpene	terpene
AA_scaffold1017.cluster002	NC_025685.1.cluster004	0.904963254929	0.00903198029846	0.272727280855	0.0349407494068	0.285714298487	0.965059220791	0.0	23	0	terpene - terpene	terpene
NC_003070.9.cluster002	NC_027748.1.cluster008	0.858142971992	0.0201234146953	0.272727280855	0.106891609728	0.142857149243	0.89310836792	0.0	16	0	terpene - terpene	terpene
AA_scaffold1017.cluster003	NW_010960187.1.cluster002	0.88639241457	0.0129066882655	0.333333343267	0.0542545877397	0.125	0.945745408535	0.0	17	0	terpene - terpene	terpene
NC_008467.2.cluster007	NW_006238579.1.cluster002	0.904225468636	0.00917275715619	0.285714298487	0.045448269695	0.0909090936184	0.954551756382	0.0	21	0	terpene - terpene	terpene
B1.cluster006	NC_024795.1.cluster003	0.86916154623	0.017118697986	0.272727280855	0.0835421681404	0.272727280855	0.91645783186	0.0	13	0	terpene - terpene	terpene
NC_025685.1.cluster002	NW_003301889.1.cluster003	0.678173780441	0.103572115302	0.75	0.202434957027	0.40000000596	0.797565042973	0.0	8	0	terpene - terpene	terpene
NC_025685.1.cluster007	NW_006238579.1.cluster002	0.835716128349	0.0269891936332	0.375	0.105711847544	0.20000000298	0.894288182259	0.0	16	0	terpene - terpene	terpene
NC_025685.1.cluster012	NW_010960187.1.cluster007	0.693571686745	0.0938983261585	0.5	0.253015547991	0.333333343267	0.746984422207	0.0	4	0	terpene - terpene	terpene
NW_010960187.1.cluster008	Scaffold10004.cluster001	0.841469526291	0.025131912902	0.307692319155	0.119798883796	0.142857149243	0.880201101303	0.0	15	0	terpene - terpene	terpene
B1.cluster007	NC_027757.1.cluster002	0.871779620647	0.016440462321	0.307692319155	0.0764091983438	0.1875	0.923590779305	0.0	17	0	terpene - terpene	terpene
J01.cluster007	Scaffold10004.cluster011	0.881173729897	0.0141196865588	0.285714298487	0.0761839672923	0.0909090936184	0.923816025257	0.0	13	0	terpene - terpene	terpene
NC_025685.1.cluster009	NW_006256342.1.cluster007	0.854142189026	0.0212744958699	0.40000000596	0.0794770643115	0.125	0.920522928238	0.0	14	0	terpene - terpene	terpene
NC_025685.1.cluster014	NW_003301889.1.cluster002	0.887631237507	0.0126267438754	0.333333343267	0.0506797507405	0.153846159577	0.94932025671	0.0	29	0	terpene - terpene	terpene
NC_003070.9.cluster008	NW_003301889.1.cluster002	0.848397135735	0.0229834280908	0.375	0.0867525339127	0.230769231915	0.913247466087	0.0	24	0	terpene - terpene	terpene
NC_027757.1.cluster016	Scaffold10004.cluster011	0.81877630949	0.0328420177102	0.40000000596	0.121631555259	0.20000000298	0.87836843729	0.0	7	0	terpene - terpene	terpene
J01.cluster017	Scaffold10004.cluster001	0.870007395744	0.0168980751187	0.222222223878	0.10665679723	0.111111111939	0.89334321022	0.0	10	0	terpene - terpene	terpene
AA_scaffold1017.cluster002	NC_003070.9.cluster010	0.9022808671	0.00954903196543	0.300000011921	0.0349075831473	0.230769231915	0.965092420578	0.0	21	0	terpene - terpene	terpene
NC_003070.9.cluster002	NC_027757.1.cluster014	0.812564969063	0.0351318977773	0.444444447756	0.114728212357	0.25	0.885271787643	0.0	14	0	terpene - terpene	terpene
AA_scaffold1017.cluster003	NW_010960187.1.cluster003	0.886933803558	0.0127839697525	0.333333343267	0.0567378662527	0.0769230797887	0.943262159824	0.0	21	0	terpene - terpene	terpene
NC_008467.2.cluster007	Scaffold10004.cluster002	0.842129766941	0.0249230023474	0.5	0.0638269409537	0.20000000298	0.936173081398	0.0	10	0	terpene - terpene	terpene
B1.cluster006	J01.cluster002	0.366063714027	0.401875197887	0.888888895512	0.571847677231	0.54545456171	0.428152292967	0.0	11	0	terpene - terpene	terpene
NC_025685.1.cluster002	NW_010960187.1.cluster003	0.742759346962	0.0661727488041	0.666666686535	0.140209749341	0.375	0.85979026556	0.0	11	0	terpene - terpene	terpene
NW_003301889.1.cluster009	NW_010960187.1.cluster002	0.904515445232	0.0091172978282	0.181818187237	0.0736996680498	0.0769230797887	0.926300346851	0.0	17	0	terpene - terpene	terpene
B1.cluster001	NW_003301889.1.cluster003	0.517331123352	0.232969269156	1.0	0.310225188732	1.0	0.689774811268	0.0	3	0	terpene - terpene	terpene
Scaffold10004.cluster005	Scaffold10012.cluster005	0.661157846451	0.114814013243	0.600000023842	0.265122890472	0.40000000596	0.734877109528	0.0	6	0	terpene - terpene	terpene
NC_008467.2.cluster009	NC_027757.1.cluster009	0.754099369049	0.0604671128094	0.600000023842	0.145645260811	0.333333343267	0.854354739189	0.0	7	0	terpene - terpene	terpene
B1.cluster007	NC_025685.1.cluster011	0.873507082462	0.0160004589707	0.300000011921	0.0704754069448	0.272727280855	0.929524600506	0.0	17	0	terpene - terpene	terpene
J01.cluster007	NC_027748.1.cluster004	0.841667413712	0.0250692032278	0.333333343267	0.103173591197	0.285714298487	0.896826386452	0.0	16	0	terpene - terpene	terpene
NC_025685.1.cluster009	Scaffold10004.cluster001	0.909941196442	0.00811058562249	0.20000000298	0.0616168491542	0.0769230797887	0.938383162022	0.0	19	0	terpene - terpene	terpene
NC_025685.1.cluster014	NC_027757.1.cluster002	0.89274841547	0.0115029085428	0.25	0.0668116733432	0.142857149243	0.933188319206	0.0	19	0	terpene - terpene	terpene
NC_003070.9.cluster008	NC_027748.1.cluster004	0.783389270306	0.0469202026725	0.428571432829	0.162407368422	0.181818187237	0.837592661381	0.0	12	0	terpene - terpene	terpene
NC_027748.1.cluster004	NC_027757.1.cluster016	0.322964191437	0.458377510309	1.0	0.588428735733	0.714285731316	0.411571294069	0.0	10	0	terpene - terpene	terpene
J01.cluster009	J01.cluster014	0.797466278076	0.041019897908	0.40000000596	0.15004491806	0.20000000298	0.84995508194	0.0	6	0	terpene - terpene	terpene
J01.cluster017	NW_006256342.1.cluster007	0.768560171127	0.0535643994808	0.5	0.158586457372	0.25	0.841413557529	0.0	5	0	terpene - terpene	terpene
NC_003070.9.cluster009	Scaffold10004.cluster011	0.808104276657	0.0368239767849	0.5	0.111416555941	0.166666671634	0.888583421707	0.0	8	0	terpene - terpene	terpene
NC_027748.1.cluster008	Scaffold10004.cluster009	0.747243463993	0.0638858526945	0.40000000596	0.217008680105	0.20000000298	0.782991290092	0.0	6	0	terpene - terpene	terpene
NW_006256342.1.cluster008	NW_010960187.1.cluster008	0.881682634354	0.013999001123	0.363636374474	0.052453469485	0.125	0.947546541691	0.0	32	0	terpene - terpene	terpene
NC_003070.9.cluster002	NW_006238579.1.cluster002	0.885600984097	0.0130871376023	0.272727280855	0.0714714303613	0.125	0.928528547287	0.0	23	0	terpene - terpene	terpene
AA_scaffold1017.cluster003	J01.cluster017	0.848966121674	0.02281123586	0.428571432829	0.0648705810308	0.333333343267	0.935129404068	0.0	18	0	terpene - terpene	terpene
B1.cluster006	NC_003070.9.cluster002	0.908789753914	0.00831930804998	0.20000000298	0.0608729161322	0.111111111939	0.939127087593	0.0	20	0	terpene - terpene	terpene
NW_003301889.1.cluster009	Scaffold10004.cluster005	0.886998295784	0.0127693898976	0.25	0.0744784921408	0.142857149243	0.925521492958	0.0	18	0	terpene - terpene	terpene
NC_003070.9.cluster010	NC_008467.2.cluster005	0.815478026867	0.0340483635664	0.571428596973	0.0875877514482	0.0909090936184	0.9124122262	0.0	14	0	terpene - terpene	terpene
B1.cluster001	NC_027748.1.cluster002	0.879939436913	0.0144145395607	0.20000000298	0.0993400141597	0.111111111939	0.90065997839	0.0	10	0	terpene - terpene	terpene
NC_008467.2.cluster009	NC_025685.1.cluster017	0.734035074711	0.0707373321056	0.5	0.199064329267	0.333333343267	0.800935685635	0.0	4	0	terpene - terpene	terpene
B1.cluster007	NC_027757.1.cluster014	0.836320996284	0.0267908219248	0.333333343267	0.107127584517	0.333333343267	0.892872393131	0.0	11	0	terpene - terpene	terpene
J01.cluster007	NW_003301889.1.cluster009	0.878119289875	0.0148549089208	0.285714298487	0.0767933353782	0.142857149243	0.923206686974	0.0	23	0	terpene - terpene	terpene
NC_025685.1.cluster009	NC_025685.1.cluster017	0.848282635212	0.0230181589723	0.40000000596	0.0872898176312	0.125	0.912710189819	0.0	14	0	terpene - terpene	terpene
NC_025685.1.cluster014	Scaffold10012.cluster005	0.820127785206	0.0323540046811	0.428571432829	0.10649625957	0.285714298487	0.893503725529	0.0	12	0	terpene - terpene	terpene
NC_003070.9.cluster008	NC_025685.1.cluster009	0.806166350842	0.0375714860857	0.428571432829	0.12597733736	0.272727280855	0.87402266264	0.0	16	0	terpene - terpene	terpene
NC_027757.1.cluster016	NW_003301889.1.cluster009	0.847320139408	0.0233111474663	0.333333343267	0.0956366732717	0.285714298487	0.904363334179	0.0	18	0	terpene - terpene	terpene
B1.cluster008	Scaffold10004.cluster001	0.94916331768	0.00258436799049	0.111111111939	0.0381526090205	0.0	0.961847364902	0.0	9	0	terpene - terpene	terpene
J01.cluster009	NW_010960187.1.cluster009	0.348238676786	0.424792826176	1.0	0.535681784153	1.0	0.464318215847	0.0	2	0	terpene - terpene	terpene
J01.cluster017	NC_027757.1.cluster016	0.759488880634	0.0578455962241	0.5	0.15401481092	0.5	0.845985174179	0.0	8	0	terpene - terpene	terpene
NC_003070.9.cluster009	NW_010960187.1.cluster009	0.794985473156	0.042030967772	0.5	0.128908291459	0.166666671634	0.871091723442	0.0	8	0	terpene - terpene	terpene
NC_027748.1.cluster008	NW_006256342.1.cluster008	0.797431409359	0.0410340279341	0.666666686535	0.0801924467087	0.181818187237	0.919807553291	0.0	27	0	terpene - terpene	terpene
NC_024795.1.cluster008	NC_025685.1.cluster010	0.889240145683	0.0122677441686	0.285714298487	0.0654287189245	0.0909090936184	0.934571266174	0.0	14	0	terpene - terpene	terpene
J01.cluster013	NC_025685.1.cluster004	0.750088632107	0.0624556913972	0.428571432829	0.196707218885	0.333333343267	0.803292810917	0.0	13	0	terpene - terpene	terpene
NC_003070.9.cluster002	Scaffold10004.cluster009	0.877593576908	0.0149833392352	0.222222223878	0.0978887379169	0.0909090936184	0.902111291885	0.0	13	0	terpene - terpene	terpene
AA_scaffold1017.cluster003	B1.cluster008	0.895057499409	0.0110129257664	0.285714298487	0.0563254319131	0.111111111939	0.943674564362	0.0	18	0	terpene - terpene	terpene
NW_003301889.1.cluster009	Scaffold10012.cluster004	0.918334543705	0.00666924985126	0.153846159577	0.063417211175	0.0666666701436	0.936582803726	0.0	19	0	terpene - terpene	terpene
NC_003070.9.cluster010	NC_025685.1.cluster007	0.792743504047	0.0429552532732	0.375	0.161527171731	0.222222223878	0.83847284317	0.0	10	0	terpene - terpene	terpene
NC_008467.2.cluster009	Scaffold10004.cluster005	0.728767454624	0.0735670924187	0.600000023842	0.188310056925	0.20000000298	0.811689913273	0.0	5	0	terpene - terpene	terpene
B1.cluster007	NC_003070.9.cluster009	0.812870562077	0.035017427057	0.5	0.0979907736182	0.272727280855	0.902009248734	0.0	13	0	terpene - terpene	terpene
NC_025685.1.cluster003	NW_003301889.1.cluster003	0.582664906979	0.17416857183	1.0	0.273113429546	0.25	0.726886570454	0.0	4	0	terpene - terpene	terpene
NC_025685.1.cluster009	NC_027757.1.cluster016	0.77127802372	0.0523137412965	0.428571432829	0.170676916838	0.300000011921	0.82932305336	0.0	16	0	terpene - terpene	terpene
NC_025685.1.cluster014	Scaffold10004.cluster002	0.869217336178	0.0171041097492	0.333333343267	0.0721546858549	0.20000000298	0.927845299244	0.0	10	0	terpene - terpene	terpene
NC_003070.9.cluster008	NC_024795.1.cluster002	0.725045621395	0.0755999237299	0.555555582047	0.209568828344	0.133333340287	0.790431141853	0.0	13	0	terpene - terpene	terpene
NC_024795.1.cluster002	NC_024795.1.cluster008	0.748623073101	0.0631903633475	0.454545468092	0.199142321944	0.222222223878	0.800857663155	0.0	18	0	terpene - terpene	terpene
B1.cluster008	NW_010960187.1.cluster002	0.890651285648	0.0119571471587	0.25	0.079131655395	0.0	0.920868337154	0.0	4	0	terpene - terpene	terpene
J01.cluster009	Scaffold10012.cluster005	0.717920184135	0.0795690193772	0.5	0.226106420159	0.25	0.773893594742	0.0	5	0	terpene - terpene	terpene
J01.cluster017	NC_025685.1.cluster017	0.719952225685	0.0784267559648	0.5	0.223397031426	0.25	0.776602983475	0.0	5	0	terpene - terpene	terpene
NC_003070.9.cluster009	NW_003301889.1.cluster009	0.878268837929	0.0148184783757	0.25	0.0778637826443	0.266666680574	0.922136187553	0.0	20	0	terpene - terpene	terpene
NC_027748.1.cluster008	NW_010960187.1.cluster007	0.719681441784	0.0785784944892	0.5	0.218202516437	0.333333343267	0.781797468662	0.0	7	0	terpene - terpene	terpene
NW_003301889.1.cluster001	Scaffold10004.cluster005	0.698757827282	0.0907468646765	0.600000023842	0.232132464647	0.142857149243	0.767867565155	0.0	7	0	terpene - terpene	terpene
J01.cluster013	NC_008467.2.cluster007	0.884468436241	0.0133475419134	0.333333343267	0.0568198636174	0.125	0.943180143833	0.0	16	0	terpene - terpene	terpene
AA_scaffold1017.cluster003	NC_025685.1.cluster010	0.890803396702	0.0119238970801	0.333333343267	0.0483732447028	0.125	0.951626777649	0.0	17	0	terpene - terpene	terpene
NW_010960187.1.cluster002	Scaffold10004.cluster009	0.334836661816	0.442442268133	1.0	0.553551137447	1.0	0.446448862553	0.0	2	0	terpene - terpene	terpene
NC_003070.9.cluster005	NC_025685.1.cluster012	0.807137787342	0.037195827812	0.40000000596	0.137149587274	0.20000000298	0.862850427628	0.0	8	0	terpene - terpene	terpene
NC_003070.9.cluster010	NC_025685.1.cluster014	0.828995645046	0.0292424857616	0.375	0.113190978765	0.222222223878	0.886808991432	0.0	14	0	terpene - terpene	terpene
B1.cluster001	NW_010960187.1.cluster008	0.844240903854	0.0242608878762	0.300000011921	0.121618151665	0.0909090936184	0.878381848335	0.0	12	0	terpene - terpene	terpene
NC_008467.2.cluster009	Scaffold10012.cluster004	0.830522894859	0.0287224948406	0.333333343267	0.12374727428	0.20000000298	0.876252710819	0.0	6	0	terpene - terpene	terpene
B1.cluster007	NC_025685.1.cluster003	0.836477041245	0.0267397556454	0.375	0.103215791285	0.222222223878	0.896784186363	0.0	10	0	terpene - terpene	terpene
NC_025685.1.cluster003	NC_025685.1.cluster014	0.807037055492	0.0372346900403	0.5	0.114426761866	0.142857149243	0.885573267937	0.0	11	0	terpene - terpene	terpene
NC_025685.1.cluster009	NW_003301889.1.cluster003	0.804451286793	0.0382392890751	0.600000023842	0.0840649157763	0.25	0.915935099125	0.0	14	0	terpene - terpene	terpene
NC_025685.1.cluster014	NW_006238579.1.cluster002	0.85376894474	0.0213835146278	0.375	0.0816413760185	0.20000000298	0.918358623981	0.0	20	0	terpene - terpene	terpene
B1.cluster008	NC_027757.1.cluster016	0.841341853142	0.0251724012196	0.333333343267	0.111544169486	0.166666671634	0.888455808163	0.0	8	0	terpene - terpene	terpene
J01.cluster009	Scaffold10004.cluster002	0.478355020285	0.272113502026	1.0	0.362193316221	1.0	0.637806653976	0.0	2	0	terpene - terpene	terpene
NC_025685.1.cluster010	NW_010960187.1.cluster008	0.902491867542	0.00950783118606	0.20000000298	0.0700108110905	0.10000000149	0.929989159107	0.0	12	0	terpene - terpene	terpene
NC_025685.1.cluster017	NW_010960187.1.cluster002	0.342058986425	0.432886362076	1.0	0.543921351433	1.0	0.45607867837	0.0	2	0	terpene - terpene	terpene
