	POPTR_0007s15210g|GCF_000002775.3_Poptr2_0_genomic-Populus_trichocarpa	POPTR_0014s003601g|GCF_000002775.3_Poptr2_0_genomic-Populus_trichocarpa	POPTR_0019s10800g|GCF_000002775.3_Poptr2_0_genomic-Populus_trichocarpa	POPTR_0014s00370g|GCF_000002775.3_Poptr2_0_genomic-Populus_trichocarpa	LOC104810283|GCF_000463585.1_ASM46358v1_genomic-Cleome_hassleriana	LOC104815706|GCF_000463585.1_ASM46358v1_genomic-Cleome_hassleriana	LOC104817918|GCF_000463585.1_ASM46358v1_genomic-Cleome_hassleriana	AA_scaffold1218_83.mRNA1|A.arabicum-Aethionema_arabicum	ARALYDRAFT_477013|GCF_000004255.1_v.1.0_genomic-Arabidopsis_lyrata	Araha.16220s0012|Ahalleri_264_v1-Arabidopsis_halleri	AT1G78500|GCF_000001735.3_TAIR10_genomic-Arabidopsis_thaliana	LOC104751748|GCF_000633955.1_Cs_genomic-Camelina_sativa	LOC104713532|GCF_000633955.1_Cs_genomic-Camelina_sativa	ARALYDRAFT_316749|GCF_000004255.1_v.1.0_genomic-Arabidopsis_lyrata	AA_scaffold1218_81.mRNA1|A.arabicum-Aethionema_arabicum	BniB034081|BniB_genome-Brassica_nigra	BjuB035194|Bju_genome-Brassica_juncea	BniB016249|BniB_genome-Brassica_nigra	LOC106310247|GCF_000695525.1_BOL_genomic-Brassica_oleracea	BjuA036670|Bju_genome-Brassica_juncea	LOC103842460|GCF_000309985.1_Brapa_1.0_genomic-Brassica_rapa	LOC106369564|GCF_000686985.1_Brassica_napus_assembly_v1.0_genomic-Brassica_napus	ARALYDRAFT_684149|GCF_000004255.1_v.1.0_genomic-Arabidopsis_lyrata	AT5G48010|GCF_000001735.3_TAIR10_genomic-Arabidopsis_thaliana	EUTSA_v10027177mg|GCF_000478725.1_Eutsalg1_0_genomic-Eutrema_salsugineum	Araha.24309s0002|Ahalleri_264_v1-Arabidopsis_halleri	AT4G15340|GCF_000001735.3_TAIR10_genomic-Arabidopsis_thaliana	LOC10473_945|GCF_000633955.1_Cs_genomic-Camelina_sativa	LOC10471_2305|GCF_000633955.1_Cs_genomic-Camelina_sativa	ARALYDRAFT_493357|GCF_000004255.1_v.1.0_genomic-Arabidopsis_lyrata	AT4G1537_1|GCF_000001735.3_TAIR10_genomic-Arabidopsis_thaliana	AT5G42600|GCF_000001735.3_TAIR10_genomic-Arabidopsis_thaliana	LOC104787556|GCF_000633955.1_Cs_genomic-Camelina_sativa	LOC104701250|GCF_000633955.1_Cs_genomic-Camelina_sativa	AA_scaffold713_23.mRNA1|A.arabicum-Aethionema_arabicum	AA_scaffold713_21.mRNA1|A.arabicum-Aethionema_arabicum	LOC106428891|GCF_000686985.1_Brassica_napus_assembly_v1.0_genomic-Brassica_napus	BjuA019856|Bju_genome-Brassica_juncea	LOC10386_2218|GCF_000309985.1_Brapa_1.0_genomic-Brassica_rapa	BniB043456|BniB_genome-Brassica_nigra	BjuB025155|Bju_genome-Brassica_juncea	LOC106401978|GCF_000686985.1_Brassica_napus_assembly_v1.0_genomic-Brassica_napus	LOC106345076|GCF_000695525.1_BOL_genomic-Brassica_oleracea	BjuB027108|Bju_genome-Brassica_juncea	BniB033509|BniB_genome-Brassica_nigra	LOC106338910|GCF_000695525.1_BOL_genomic-Brassica_oleracea	LOC106448501|GCF_000686985.1_Brassica_napus_assembly_v1.0_genomic-Brassica_napus	LOC103864450|GCF_000309985.1_Brapa_1.0_genomic-Brassica_rapa	BjuA016076|Bju_genome-Brassica_juncea	CARUB_v10016727mg|GCF_000375325.1_Caprub1_0_genomic-Capsella_rubella	LOC104780146|GCF_000633955.1_Cs_genomic-Camelina_sativa	Bostr.0556s0559|Bstricta_278_v1-Boechera_stricta	AT3G29255|GCF_000001735.3_TAIR10_genomic-Arabidopsis_thaliana	AT5G36150|GCF_000001735.3_TAIR10_genomic-Arabidopsis_thaliana	Bostr.3877s0049|Bstricta_278_v1-Boechera_stricta
AT1G78500|GCF_000001735.3_TAIR10_genomic-Arabidopsis_thaliana	0.983930051327	0.985577821732	0.976637601852	0.985577821732	1.0	1.0	0.980937182903	0.78873872757	0.850025892258	0.5546220541	0	0.794167518616	0.88010007143	0.850025892258	0.78873872757	0.987751662731	1.0	1.0	0.977403104305	0.981648147106	0.980319976807	1.0	1.0	0.983769059181	1.0	1	0.991340041161	1.0	1.0	1.0	0.991340041161	1.0	1.0	0.972641885281	1.0	1.0	1.0	1.0	0.987299084663	1.0	1.0	1.0	1.0	0.984722733498	0.989640772343	0.98496812582	0.98309725523	0.983952343464	0.979607224464	1.0	1.0	1.0	0.988315582275	0.985466659069	1.0
LOC104751748|GCF_000633955.1_Cs_genomic-Camelina_sativa	0.984905064106	0.980056941509	0.980000019073	0.980056941509	1.0	1.0	0.99427562952	1.0	0.941203594208	0.763615250587	0.794167518616	0	0.505011200905	0.941203594208	1.0	0.985508739948	1.0	1.0	1.0	0.983437776566	0.988929748535	1.0	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.969489812851	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.975480854511	0.989729821682	0.98378944397	0.981058239937	0.990529119968	0.975017845631	1.0	1.0	1.0	0.984036922455	0.975510179996	1.0
LOC104713532|GCF_000633955.1_Cs_genomic-Camelina_sativa	0.985067307949	0.980466365814	0.980220735073	0.980466365814	1.0	1.0	0.994335651398	1.0	0.942309141159	0.785306870937	0.88010007143	0.505011200905	0	0.942309141159	1.0	0.985732614994	1.0	1.0	1.0	0.98367613554	0.98904132843	1.0	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	0.980131566525	1.0	0.960881888866	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.976004362106	0.989809989929	0.984028339386	0.981370329857	0.990608870983	0.975551068783	1.0	1.0	1.0	0.984183967113	0.976339280605	1.0
ARALYDRAFT_316749|GCF_000004255.1_v.1.0_genomic-Arabidopsis_lyrata	0.978561520576	0.978223741055	0.981534659863	0.978223741055	1.0	1.0	0.990326523781	0.929391562939	1	0.848002433777	0.850025892258	0.941203594208	0.942309141159	0	0.929391562939	0.987203776836	1.0	1.0	0.989811420441	0.973320424557	0.973518371582	1.0	1.0	1.0	0.996167838573	1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.98231369257	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.992101550102	0.982737660408	0.985038161278	0.984331250191	0.984071612358	0.98314255476	1.0	1.0	1.0	0.99064707756	0.992752730846	1.0
AA_scaffold1218_81.mRNA1|A.arabicum-Aethionema_arabicum	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1	0.929391562939	0.668130517006	0.78873872757	1.0	1.0	0.929391562939	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
BniB034081|BniB_genome-Brassica_nigra	0.972174167633	0.958490729332	0.967341065407	0.958490729332	1.0	1.0	0.985333442688	1.0	0.987203776836	0.986534118652	0.987751662731	0.985508739948	0.985732614994	0.987203776836	1.0	0	1.0	0.983932375908	0.963418543339	0.973064124584	0.979163408279	0.96153408289	1.0	1.0	0.990913212299	1	0.994337260723	1.0	0.994497776031	0.993670761585	0.994337260723	0.990863621235	1.0	0.979842305183	0.986549735069	0.986549735069	1.0	1.0	0.994285702705	1.0	0.983738422394	0.965530276299	1.0	0.990958511829	0.942519009113	0.986123502254	0.992184877396	0.959948301315	0.991115808487	0.958307385445	0.989279210567	1.0	0.992503762245	0.97991245985	1.0
BjuB035194|Bju_genome-Brassica_juncea	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.9848741889	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0	0.927482247353	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
BniB016249|BniB_genome-Brassica_nigra	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.983932375908	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.990207791328	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.98994743824	1.0	1.0	0.989590346813	1.0	1.0	0.96033012867	1.0	1.0	1.0	1.0
LOC106310247|GCF_000695525.1_BOL_genomic-Brassica_oleracea	1.0	0.986628890038	1.0	0.986628890038	1.0	1.0	1.0	1.0	0.989811420441	1.0	0.977403104305	1.0	1.0	0.989811420441	1.0	0.963418543339	1.0	1.0	0	0.747973620892	0.796524167061	0.927544653416	1.0	0.986165463924	1.0	1	0.992010891438	1.0	1.0	1.0	0.992010891438	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.987590372562	1.0	1.0	0.976867258549	1.0	1.0	0.868603825569	0.81761097908	0.827077746391	0.869203209877	0.816231012344	0.985117614269	1.0	1.0	1.0	0.938583672047	1.0
BjuA036670|Bju_genome-Brassica_juncea	0.988368093967	0.990666508675	0.986056149006	0.990666508675	0.99169498682	1.0	0.970733463764	1.0	0.973320424557	0.984823346138	0.981648147106	0.983437776566	0.98367613554	0.973320424557	1.0	0.973064124584	1.0	1.0	0.747973620892	0	0.367884904146	0.964137911797	1.0	1.0	1.0	1	1.0	1.0	1.0	0.992527723312	1.0	1.0	1.0	0.98960340023	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.890955746174	0.836408674717	0.812355101109	0.801075637341	0.866565465927	0.883988857269	1.0	1.0	1.0	0.991168439388	1.0	1.0
LOC103842460|GCF_000309985.1_Brapa_1.0_genomic-Brassica_rapa	0.990904986858	0.993001103401	0.987558543682	0.993001103401	0.993334472179	1.0	0.951944589615	1.0	0.973518371582	0.989614844322	0.980319976807	0.988929748535	0.98904132843	0.973518371582	1.0	0.979163408279	1.0	1.0	0.796524167061	0.367884904146	0	0.976704537868	1.0	0.994645953178	1.0	1	0.995694220066	1.0	1.0	0.993904232979	0.995694220066	1.0	1.0	0.991193890572	1.0	1.0	1.0	1.0	0.993273615837	1.0	1.0	1.0	1.0	0.911677181721	0.856751263142	0.843198418617	0.83699542284	0.871613144875	0.89678388834	1.0	1.0	1.0	0.993317425251	0.989435374737	1.0
LOC106369564|GCF_000686985.1_Brassica_napus_assembly_v1.0_genomic-Brassica_napus	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.96153408289	1.0	1.0	0.927544653416	0.964137911797	0.976704537868	0	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.975255727768	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ARALYDRAFT_684149|GCF_000004255.1_v.1.0_genomic-Arabidopsis_lyrata	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0.929454147816	0.995382428169	1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AT5G48010|GCF_000001735.3_TAIR10_genomic-Arabidopsis_thaliana	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.983769059181	1.0	1.0	1.0	1.0	1.0	0.9848741889	1.0	0.986165463924	1.0	0.994645953178	1.0	0.929454147816	0	1.0	1	0.992595613003	1.0	1.0	1.0	0.992595613003	1.0	0.972068250179	1.0	1.0	1.0	1.0	1.0	0.990170359612	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.994514524937	1.0	1.0	1.0	1.0	1.0	0.989703536034	0.981521725655
EUTSA_v10027177mg|GCF_000478725.1_Eutsalg1_0_genomic-Eutrema_salsugineum	1.0	0.994312524796	1.0	0.994312524796	0.986625134945	0.985493063927	0.980928599834	1.0	0.996167838573	1.0	1.0	1.0	1.0	0.996167838573	1.0	0.990913212299	1.0	1.0	1.0	1.0	1.0	1.0	0.995382428169	1.0	0	1	0.682602226734	0.899572253227	0.719099938869	0.592922449112	0.682602226734	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.995338797569	1.0	0.994660019875	0.9947270751	1.0	0.993412077427	0.989110350609	1.0	1.0	1.0	1.0	0.994865000248	1.0	1.0	1.0	0.995579481125	1.0
Araha.24309s0002|Ahalleri_264_v1-Arabidopsis_halleri	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G15340|GCF_000001735.3_TAIR10_genomic-Arabidopsis_thaliana	0.983860850334	1.0	1.0	1.0	0.969953536987	1.0	0.991914391518	1.0	1.0	1.0	0.991340041161	1.0	1.0	1.0	1.0	0.994337260723	1.0	1.0	0.992010891438	1.0	0.995694220066	1.0	1.0	0.992595613003	0.682602226734	1	0	0.816522300243	0.599031627178	0.49044251442	1	1.0	1.0	1.0	1.0	1.0	0.980194032192	1.0	0.97259581089	1.0	1.0	1.0	1.0	0.989612102509	1.0	1.0	1.0	0.981308877468	1.0	1.0	1.0	1.0	1.0	0.991300404072	0.977710545063
LOC10473_945|GCF_000633955.1_Cs_genomic-Camelina_sativa	0.982485294342	0.991060376167	1.0	0.991060376167	0.974798202515	0.987002432346	0.971849501133	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.899572253227	1	0.816522300243	0	0.669478476048	0.867311239243	0.816522300243	1.0	1.0	1.0	1.0	1.0	0.968328118324	1.0	0.967401266098	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.975826323032	1.0	1.0	1.0	1.0	0.980015695095	1.0	0.947916448116
LOC10471_2305|GCF_000633955.1_Cs_genomic-Camelina_sativa	0.987065255642	1.0	1.0	1.0	0.962841153145	0.991215646267	0.981741428375	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.994497776031	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.719099938869	1	0.599031627178	0.669478476048	0	0.549580812454	0.599031627178	1.0	1.0	1.0	1.0	1.0	0.977769255638	1.0	0.977183282375	1.0	1.0	0.989899337292	1.0	0.991251587868	0.989202857018	1.0	1.0	0.984740674496	1.0	1.0	1.0	1.0	0.991430222988	1.0	0.966105043888
ARALYDRAFT_493357|GCF_000004255.1_v.1.0_genomic-Arabidopsis_lyrata	1.0	1.0	1.0	1.0	0.980434715748	0.992219924927	0.987659931183	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.993670761585	1.0	1.0	1.0	0.992527723312	0.993904232979	1.0	1.0	1.0	0.592922449112	1	0.49044251442	0.867311239243	0.549580812454	0	0.49044251442	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.979579865932	0.993159115314	0.991876125336	0.991400897503	0.993743181229	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AT4G1537_1|GCF_000001735.3_TAIR10_genomic-Arabidopsis_thaliana	0.983860850334	1.0	1.0	1.0	0.969953536987	1.0	0.991914391518	1.0	1.0	1.0	0.991340041161	1.0	1.0	1.0	1.0	0.994337260723	1.0	1.0	0.992010891438	1.0	0.995694220066	1.0	1.0	0.992595613003	0.682602226734	1	1	0.816522300243	0.599031627178	0.49044251442	0	1.0	1.0	1.0	1.0	1.0	0.980194032192	1.0	0.97259581089	1.0	1.0	1.0	1.0	0.989612102509	1.0	1.0	1.0	0.981308877468	1.0	1.0	1.0	1.0	1.0	0.991300404072	0.977710545063
AT5G42600|GCF_000001735.3_TAIR10_genomic-Arabidopsis_thaliana	0.985094547272	0.98219537735	1.0	0.98219537735	0.986783623695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.980131566525	1.0	1.0	0.990863621235	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	0	0.98590862751	1.0	0.983940303326	0.983940303326	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.990269899368	0.994107723236	0.992632210255	0.991932749748	1.0	0.990717887878	1.0	1.0	1.0	1.0	1.0	1.0
