Clustername 1	Clustername 2	Raw distance	Squared similarity	Jaccard index	DDS index	Adjacency index	raw DDS non-anchor	raw DDS anchor	Non-anchor domains	Anchor domains	Combined group	Shared group
NC_008467.2.cluster007	NW_006238579.1.cluster001	1.0	0.0	0.0	0.0	0.0	1.0	1.0	23	0	terpene - terpene	terpene
B1.cluster006	NC_027757.1.cluster016	0.992189288139	6.10073693679e-05	0.0256410259753	0.00357668846846	0.0	0.996423304081	0.0	49	0	terpene - terpene	terpene
J01.cluster003	NW_003301889.1.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	49	0	terpene - terpene	terpene
J01.cluster002	NC_003070.9.cluster005	0.984523832798	0.000239512475673	0.0416666679084	0.00952380988747	0.0	0.990476191044	0.0	42	0	terpene - terpene	terpene
NC_025685.1.cluster012	Scaffold10012.cluster005	1.0	0.0	0.0	0.0	0.0	1.0	1.0	4	0	terpene - terpene	terpene
NC_003070.9.cluster007	NC_025685.1.cluster007	1.0	0.0	0.0	0.0	0.0	1.0	1.0	49	0	terpene - terpene	terpene
NC_027757.1.cluster014	NW_003301889.1.cluster001	1.0	0.0	0.0	0.0	0.0	1.0	1.0	13	0	terpene - terpene	terpene
B1.cluster007	NW_010960187.1.cluster008	0.985333442688	0.000215108666453	0.0441176481545	0.00779073871672	0.0	0.992209255695	0.0	93	0	terpene - terpene	terpene
J01.cluster007	NW_010960187.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	33	0	terpene - terpene	terpene
J01.cluster014	NC_027757.1.cluster014	1.0	0.0	0.0	0.0	0.0	1.0	1.0	16	0	terpene - terpene	terpene
NC_003070.9.cluster008	NW_010960187.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	16	0	terpene - terpene	terpene
NC_024795.1.cluster003	NC_025685.1.cluster004	0.992417752743	5.74907789996e-05	0.0263157896698	0.00309214601293	0.0	0.996907830238	0.0	49	0	terpene - terpene	terpene
NW_003301889.1.cluster009	NW_006238579.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	54	0	terpene - terpene	terpene
J01.cluster009	NC_003070.9.cluster010	1.0	0.0	0.0	0.0	0.0	1.0	1.0	25	0	terpene - terpene	terpene
NW_006256342.1.cluster008	NW_010960187.1.cluster007	0.985493063927	0.000210451704334	0.0357142873108	0.00882377009839	0.0149253727868	0.991176247597	0.0	87	0	terpene - terpene	terpene
AA_scaffold1017.cluster002	B1.cluster007	1.0	0.0	0.0	0.0	0.0	1.0	1.0	29	0	terpene - terpene	terpene
AA_scaffold1017.cluster003	Scaffold10012.cluster004	1.0	0.0	0.0	0.0	0.0	1.0	1.0	12	0	terpene - terpene	terpene
NC_008467.2.cluster007	Scaffold10004.cluster001	0.981953442097	0.00032567747985	0.047619048506	0.0113636367023	0.0	0.988636374474	0.0	24	0	terpene - terpene	terpene
B1.cluster006	NC_003070.9.cluster008	0.981467008591	0.000343470834196	0.0588235296309	0.00735767977312	0.0250000003725	0.992642343044	0.0	45	0	terpene - terpene	terpene
NC_025685.1.cluster002	NC_025685.1.cluster014	1.0	0.0	0.0	0.0	0.0	1.0	1.0	11	0	terpene - terpene	terpene
NC_025685.1.cluster007	Scaffold10004.cluster001	0.785306870937	0.0460931509733	0.25	0.21125754714	0.125	0.788742482662	0.0	9	0	terpene - terpene	terpene
NC_003070.9.cluster007	NC_008467.2.cluster005	0.983860850334	0.000260472792434	0.0416666679084	0.00927783828229	0.0169491525739	0.990722179413	0.0	75	0	terpene - terpene	terpene
NC_027757.1.cluster014	NW_003301889.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	45	0	terpene - terpene	terpene
NC_008467.2.cluster009	NC_025685.1.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	79	0	terpene - terpene	terpene
J01.cluster007	Scaffold10012.cluster005	1.0	0.0	0.0	0.0	0.0	1.0	1.0	31	0	terpene - terpene	terpene
J01.cluster014	NC_025685.1.cluster011	1.0	0.0	0.0	0.0	0.0	1.0	1.0	44	0	terpene - terpene	terpene
NC_003070.9.cluster008	NW_003301889.1.cluster001	1.0	0.0	0.0	0.0	0.0	1.0	1.0	20	0	terpene - terpene	terpene
NC_027748.1.cluster004	Scaffold10004.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	16	0	terpene - terpene	terpene
NC_027757.1.cluster016	NW_010960187.1.cluster008	1.0	0.0	0.0	0.0	0.0	1.0	1.0	86	0	terpene - terpene	terpene
J01.cluster009	NC_025685.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	10	0	terpene - terpene	terpene
AA_scaffold1017.cluster002	NC_025685.1.cluster004	1.0	0.0	0.0	0.0	0.0	1.0	1.0	39	0	terpene - terpene	terpene
NC_003070.9.cluster002	NC_027748.1.cluster008	0.977403104305	0.000510619836859	0.0500000007451	0.0167958661914	0.0	0.983204126358	0.0	26	0	terpene - terpene	terpene
AA_scaffold1017.cluster003	NW_010960187.1.cluster003	1.0	0.0	0.0	0.0	0.0	1.0	1.0	37	0	terpene - terpene	terpene
NC_008467.2.cluster007	NW_006256342.1.cluster007	1.0	0.0	0.0	0.0	0.0	1.0	1.0	20	0	terpene - terpene	terpene
B1.cluster006	NC_024795.1.cluster003	0.970026493073	0.000898409634829	0.0833333358169	0.0161920338869	0.0232558138669	0.983807981014	0.0	47	0	terpene - terpene	terpene
NC_025685.1.cluster002	NW_003301889.1.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	50	0	terpene - terpene	terpene
NC_025685.1.cluster007	NW_006256342.1.cluster007	1.0	0.0	0.0	0.0	0.0	1.0	1.0	6	0	terpene - terpene	terpene
NC_025685.1.cluster012	NW_010960187.1.cluster008	1.0	0.0	0.0	0.0	0.0	1.0	1.0	73	0	terpene - terpene	terpene
NW_010960187.1.cluster009	Scaffold10004.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	2	0	terpene - terpene	terpene
B1.cluster007	NC_027757.1.cluster002	0.992184877396	6.10761926509e-05	0.0285714287311	0.00280112051405	0.0	0.997198879719	0.0	43	0	terpene - terpene	terpene
NC_025685.1.cluster009	NW_006256342.1.cluster008	0.719099938869	0.0789048522711	0.426229506731	0.244999229908	0.238095238805	0.755000770092	0.0	100	0	terpene - terpene	terpene
NC_025685.1.cluster014	NW_003301889.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	44	0	terpene - terpene	terpene
NC_003070.9.cluster008	NW_003301889.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	52	0	terpene - terpene	terpene
J01.cluster017	Scaffold10004.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	2	0	terpene - terpene	terpene
AA_scaffold1017.cluster002	NC_003070.9.cluster010	1.0	0.0	0.0	0.0	0.0	1.0	1.0	26	0	terpene - terpene	terpene
NC_003070.9.cluster002	NC_027757.1.cluster014	1.0	0.0	0.0	0.0	0.0	1.0	1.0	18	0	terpene - terpene	terpene
AA_scaffold1017.cluster003	NW_010960187.1.cluster007	1.0	0.0	0.0	0.0	0.0	1.0	1.0	15	0	terpene - terpene	terpene
NC_008467.2.cluster007	Scaffold10004.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	20	0	terpene - terpene	terpene
B1.cluster006	J01.cluster002	0.764728784561	0.0553525425494	0.296296298504	0.221719637513	0.194444447756	0.778280377388	0.0	38	0	terpene - terpene	terpene
NC_025685.1.cluster002	NW_010960187.1.cluster007	0.973809540272	0.000685941020492	0.0625	0.0182539690286	0.0	0.981746017933	0.0	18	0	terpene - terpene	terpene
NW_006238579.1.cluster001	NW_010960187.1.cluster003	1.0	0.0	0.0	0.0	0.0	1.0	1.0	38	0	terpene - terpene	terpene
B1.cluster001	NW_003301889.1.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	47	0	terpene - terpene	terpene
NC_008467.2.cluster009	NC_027757.1.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	28	0	terpene - terpene	terpene
B1.cluster007	NC_025685.1.cluster011	1.0	0.0	0.0	0.0	0.0	1.0	1.0	58	0	terpene - terpene	terpene
J01.cluster007	NC_027748.1.cluster004	1.0	0.0	0.0	0.0	0.0	1.0	1.0	44	0	terpene - terpene	terpene
NC_025685.1.cluster009	Scaffold10004.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	53	0	terpene - terpene	terpene
NC_025685.1.cluster014	NC_027757.1.cluster002	0.981058239937	0.000358789489837	0.0588235296309	0.0095693776384	0.0	0.990430593491	0.0	22	0	terpene - terpene	terpene
NC_003070.9.cluster008	NC_027748.1.cluster004	1.0	0.0	0.0	0.0	0.0	1.0	1.0	27	0	terpene - terpene	terpene
NC_027748.1.cluster004	NC_027757.1.cluster016	0.713477611542	0.0820950642228	0.304347813129	0.286377638578	0.217391297221	0.713622331619	0.0	23	0	terpene - terpene	terpene
J01.cluster009	J01.cluster014	1.0	0.0	0.0	0.0	0.0	1.0	1.0	14	0	terpene - terpene	terpene
J01.cluster017	NW_006256342.1.cluster008	1.0	0.0	0.0	0.0	0.0	1.0	1.0	80	0	terpene - terpene	terpene
NC_027748.1.cluster008	Scaffold10012.cluster005	1.0	0.0	0.0	0.0	0.0	1.0	1.0	16	0	terpene - terpene	terpene
NW_010960187.1.cluster002	NW_010960187.1.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	5	0	terpene - terpene	terpene
NC_003070.9.cluster002	NW_006256342.1.cluster007	0.958100259304	0.00175559043419	0.0909090936184	0.0316239334643	0.0	0.968376040459	0.0	13	0	terpene - terpene	terpene
AA_scaffold1017.cluster003	J01.cluster017	1.0	0.0	0.0	0.0	0.0	1.0	1.0	4	0	terpene - terpene	terpene
B1.cluster006	NC_003070.9.cluster002	0.989640772343	0.000107313506305	0.0285714287311	0.00619324995205	0.0	0.993806779385	0.0	46	0	terpene - terpene	terpene
NW_006238579.1.cluster001	Scaffold10012.cluster004	1.0	0.0	0.0	0.0	0.0	1.0	1.0	13	0	terpene - terpene	terpene
NC_003070.9.cluster010	NC_008467.2.cluster005	1.0	0.0	0.0	0.0	0.0	1.0	1.0	55	0	terpene - terpene	terpene
B1.cluster001	NC_027748.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	26	0	terpene - terpene	terpene
NC_008467.2.cluster009	NC_025685.1.cluster017	1.0	0.0	0.0	0.0	0.0	1.0	1.0	28	0	terpene - terpene	terpene
B1.cluster007	NC_027757.1.cluster014	0.965530276299	0.00118816166651	0.0799999982119	0.0221571587026	0.037037037313	0.977842867374	0.0	28	0	terpene - terpene	terpene
J01.cluster007	NW_006238579.1.cluster001	1.0	0.0	0.0	0.0	0.0	1.0	1.0	33	0	terpene - terpene	terpene
NC_025685.1.cluster009	NC_025685.1.cluster017	1.0	0.0	0.0	0.0	0.0	1.0	1.0	53	0	terpene - terpene	terpene
NC_003070.9.cluster008	NC_025685.1.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	64	0	terpene - terpene	terpene
NC_027757.1.cluster016	NW_006238579.1.cluster001	1.0	0.0	0.0	0.0	0.0	1.0	1.0	19	0	terpene - terpene	terpene
B1.cluster008	Scaffold10004.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	2	0	terpene - terpene	terpene
J01.cluster009	Scaffold10004.cluster001	1.0	0.0	0.0	0.0	0.0	1.0	1.0	9	0	terpene - terpene	terpene
J01.cluster017	NC_027757.1.cluster016	1.0	0.0	0.0	0.0	0.0	1.0	1.0	16	0	terpene - terpene	terpene
NC_003070.9.cluster009	Scaffold10004.cluster001	1.0	0.0	0.0	0.0	0.0	1.0	1.0	30	0	terpene - terpene	terpene
NC_027748.1.cluster008	NW_010960187.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	18	0	terpene - terpene	terpene
NC_024795.1.cluster008	NC_025685.1.cluster010	1.0	0.0	0.0	0.0	0.0	1.0	1.0	48	0	terpene - terpene	terpene
J01.cluster013	NC_025685.1.cluster004	1.0	0.0	0.0	0.0	0.0	1.0	1.0	41	0	terpene - terpene	terpene
NC_003070.9.cluster002	Scaffold10012.cluster005	1.0	0.0	0.0	0.0	0.0	1.0	1.0	15	0	terpene - terpene	terpene
AA_scaffold1017.cluster003	B1.cluster008	1.0	0.0	0.0	0.0	0.0	1.0	1.0	4	0	terpene - terpene	terpene
NC_003070.9.cluster010	NC_025685.1.cluster007	1.0	0.0	0.0	0.0	0.0	1.0	1.0	27	0	terpene - terpene	terpene
NC_008467.2.cluster009	Scaffold10012.cluster004	1.0	0.0	0.0	0.0	0.0	1.0	1.0	36	0	terpene - terpene	terpene
B1.cluster007	NC_003070.9.cluster009	0.990863621235	8.34737584228e-05	0.0263157896698	0.00516431918368	0.0	0.994835674763	0.0	48	0	terpene - terpene	terpene
NC_025685.1.cluster003	NW_003301889.1.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	53	0	terpene - terpene	terpene
NC_025685.1.cluster009	NC_027757.1.cluster016	0.977769255638	0.000494206789881	0.0384615398943	0.018235180527	0.0172413792461	0.981764793396	0.0	65	0	terpene - terpene	terpene
NC_025685.1.cluster014	Scaffold10004.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	5	0	terpene - terpene	terpene
NC_003070.9.cluster008	NC_024795.1.cluster002	0.977373063564	0.000511978752911	0.0500000007451	0.0168359298259	0.0	0.983164072037	0.0	50	0	terpene - terpene	terpene
NC_024795.1.cluster002	NC_024795.1.cluster008	0.871613144875	0.0164831895381	0.166666671634	0.121258601546	0.0821917802095	0.878741383553	0.0	72	0	terpene - terpene	terpene
B1.cluster008	NW_010960187.1.cluster003	1.0	0.0	0.0	0.0	0.0	1.0	1.0	35	0	terpene - terpene	terpene
J01.cluster017	NC_025685.1.cluster017	1.0	0.0	0.0	0.0	0.0	1.0	1.0	2	0	terpene - terpene	terpene
NC_003070.9.cluster009	NW_006238579.1.cluster001	1.0	0.0	0.0	0.0	0.0	1.0	1.0	28	0	terpene - terpene	terpene
NC_027748.1.cluster008	NW_010960187.1.cluster008	1.0	0.0	0.0	0.0	0.0	1.0	1.0	85	0	terpene - terpene	terpene
NW_003301889.1.cluster001	Scaffold10012.cluster004	1.0	0.0	0.0	0.0	0.0	1.0	1.0	17	0	terpene - terpene	terpene
J01.cluster013	NC_008467.2.cluster007	1.0	0.0	0.0	0.0	0.0	1.0	1.0	25	0	terpene - terpene	terpene
AA_scaffold1017.cluster003	NC_025685.1.cluster010	1.0	0.0	0.0	0.0	0.0	1.0	1.0	7	0	terpene - terpene	terpene
NW_010960187.1.cluster003	Scaffold10012.cluster005	0.984455764294	0.000241622707108	0.0333333350718	0.0118367346004	0.0	0.988163292408	0.0	35	0	terpene - terpene	terpene
NC_003070.9.cluster005	NC_025685.1.cluster012	1.0	0.0	0.0	0.0	0.0	1.0	1.0	31	0	terpene - terpene	terpene
NC_003070.9.cluster010	NC_025685.1.cluster014	1.0	0.0	0.0	0.0	0.0	1.0	1.0	26	0	terpene - terpene	terpene
B1.cluster001	NW_010960187.1.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	5	0	terpene - terpene	terpene
B1.cluster007	NC_025685.1.cluster003	1.0	0.0	0.0	0.0	0.0	1.0	1.0	35	0	terpene - terpene	terpene
NC_025685.1.cluster003	NC_025685.1.cluster014	1.0	0.0	0.0	0.0	0.0	1.0	1.0	14	0	terpene - terpene	terpene
NC_025685.1.cluster009	NW_003301889.1.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	95	0	terpene - terpene	terpene
NC_025685.1.cluster014	NW_006256342.1.cluster007	1.0	0.0	0.0	0.0	0.0	1.0	1.0	5	0	terpene - terpene	terpene
B1.cluster008	NC_027757.1.cluster016	1.0	0.0	0.0	0.0	0.0	1.0	1.0	16	0	terpene - terpene	terpene
J01.cluster009	Scaffold10004.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	4	0	terpene - terpene	terpene
NC_025685.1.cluster010	NW_010960187.1.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	5	0	terpene - terpene	terpene
NC_025685.1.cluster017	NW_010960187.1.cluster003	1.0	0.0	0.0	0.0	0.0	1.0	1.0	35	0	terpene - terpene	terpene
NC_003070.9.cluster009	NC_027757.1.cluster014	1.0	0.0	0.0	0.0	0.0	1.0	1.0	29	0	terpene - terpene	terpene
NC_027748.1.cluster008	NW_003301889.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	54	0	terpene - terpene	terpene
NW_003301889.1.cluster001	NW_010960187.1.cluster003	1.0	0.0	0.0	0.0	0.0	1.0	1.0	42	0	terpene - terpene	terpene
AA_scaffold1017.cluster003	NC_003070.9.cluster007	1.0	0.0	0.0	0.0	0.0	1.0	1.0	47	0	terpene - terpene	terpene
NC_003070.9.cluster005	NW_006238579.1.cluster001	1.0	0.0	0.0	0.0	0.0	1.0	1.0	33	0	terpene - terpene	terpene
NC_003070.9.cluster010	NW_003301889.1.cluster001	0.929454147816	0.00497671682388	0.095238097012	0.0686643049121	0.0	0.931335687637	0.0	28	0	terpene - terpene	terpene
B1.cluster001	NW_006256342.1.cluster008	1.0	0.0	0.0	0.0	0.0	1.0	1.0	83	0	terpene - terpene	terpene
NC_008467.2.cluster009	NW_010960187.1.cluster007	1.0	0.0	0.0	0.0	0.0	1.0	1.0	39	0	terpene - terpene	terpene
NC_025685.1.cluster003	Scaffold10012.cluster005	1.0	0.0	0.0	0.0	0.0	1.0	1.0	12	0	terpene - terpene	terpene
NW_006238579.1.cluster002	NW_010960187.1.cluster007	0.972790896893	0.000740335206501	0.0526315793395	0.0222437139601	0.0	0.977756261826	0.0	22	0	terpene - terpene	terpene
B1.cluster005	NW_010960187.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	12	0	terpene - terpene	terpene
NC_024795.1.cluster002	NW_006238579.1.cluster002	0.9930742383	4.79662958242e-05	0.0250000003725	0.00256769382395	0.0	0.997432291508	0.0	51	0	terpene - terpene	terpene
B1.cluster008	NW_003301889.1.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	44	0	terpene - terpene	terpene
J01.cluster009	NC_025685.1.cluster011	1.0	0.0	0.0	0.0	0.0	1.0	1.0	36	0	terpene - terpene	terpene
NC_025685.1.cluster017	Scaffold10004.cluster002	0.417449653149	0.339364886284	1.0	0.510067105293	0.0	0.489932894707	0.0	1	0	terpene - terpene	terpene
NC_003070.9.cluster009	NC_025685.1.cluster011	1.0	0.0	0.0	0.0	0.0	1.0	1.0	57	0	terpene - terpene	terpene
NC_027748.1.cluster008	NC_027757.1.cluster002	0.827077746391	0.0299021080136	0.263157904148	0.150131165981	0.153846159577	0.849868834019	0.0	26	0	terpene - terpene	terpene
J01.cluster003	NC_008467.2.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	33	0	terpene - terpene	terpene
NC_003070.9.cluster005	Scaffold10004.cluster001	0.985665619373	0.000205474032555	0.0500000007451	0.00577915366739	0.0	0.994220852852	0.0	34	0	terpene - terpene	terpene
NC_003070.9.cluster010	NW_006256342.1.cluster007	0.971490204334	0.00081280869199	0.0588235296309	0.022326791659	0.0	0.977673232555	0.0	22	0	terpene - terpene	terpene
B1.cluster001	J01.cluster003	1.0	0.0	0.0	0.0	0.0	1.0	1.0	10	0	terpene - terpene	terpene
NC_024795.1.cluster003	NC_027748.1.cluster004	0.703770399094	0.0877519845963	0.318181812763	0.299013227224	0.166666671634	0.700986802578	0.0	23	0	terpene - terpene	terpene
B1.cluster007	J01.cluster017	1.0	0.0	0.0	0.0	0.0	1.0	1.0	26	0	terpene - terpene	terpene
NC_025685.1.cluster003	NW_006256342.1.cluster007	1.0	0.0	0.0	0.0	0.0	1.0	1.0	11	0	terpene - terpene	terpene
NC_025685.1.cluster009	NC_025685.1.cluster010	1.0	0.0	0.0	0.0	0.0	1.0	1.0	56	0	terpene - terpene	terpene
B1.cluster005	Scaffold10012.cluster005	1.0	0.0	0.0	0.0	0.0	1.0	1.0	10	0	terpene - terpene	terpene
NC_024795.1.cluster002	NC_027748.1.cluster002	0.692933320999	0.0942899435759	0.333333343267	0.306927889585	0.204081639647	0.693072080612	0.0	47	0	terpene - terpene	terpene
B1.cluster008	NC_027748.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	23	0	terpene - terpene	terpene
J01.cluster009	NW_003301889.1.cluster001	1.0	0.0	0.0	0.0	0.0	1.0	1.0	11	0	terpene - terpene	terpene
NC_025685.1.cluster010	NC_027748.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	26	0	terpene - terpene	terpene
NC_003070.9.cluster009	NC_025685.1.cluster003	0.98590862751	0.000198566936888	0.0526315793395	0.00475341640413	0.0	0.995246589184	0.0	33	0	terpene - terpene	terpene
NC_027757.1.cluster009	NW_010960187.1.cluster007	1.0	0.0	0.0	0.0	0.0	1.0	1.0	13	0	terpene - terpene	terpene
J01.cluster003	NC_025685.1.cluster007	1.0	0.0	0.0	0.0	0.0	1.0	1.0	11	0	terpene - terpene	terpene
J01.cluster013	Scaffold10004.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	7	0	terpene - terpene	terpene
NC_003070.9.cluster002	NC_024795.1.cluster002	0.983952343464	0.000257527164649	0.0500000007451	0.00806353706867	0.0	0.991936445236	0.0	51	0	terpene - terpene	terpene
NC_027757.1.cluster002	NW_010960187.1.cluster008	0.988575875759	0.000130510263261	0.0327868834138	0.00648897560313	0.0	0.993511021137	0.0	87	0	terpene - terpene	terpene
J01.cluster014	NC_024795.1.cluster008	0.911677181721	0.0078009176068	0.078947365284	0.0938742309809	0.0425531901419	0.90612578392	0.0	50	0	terpene - terpene	terpene
NC_003070.9.cluster010	Scaffold10004.cluster009	0.970296621323	0.000882290303707	0.0588235296309	0.0239182207733	0.0	0.97608178854	0.0	22	0	terpene - terpene	terpene
B1.cluster001	B1.cluster005	1.0	0.0	0.0	0.0	0.0	1.0	1.0	12	0	terpene - terpene	terpene
NC_024795.1.cluster003	NW_003301889.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	55	0	terpene - terpene	terpene
NW_006238579.1.cluster002	Scaffold10012.cluster004	1.0	0.0	0.0	0.0	0.0	1.0	1.0	20	0	terpene - terpene	terpene
